Row;SYN-based;DATA-based;ACK-based
194.79.131.89194.79.128.122;1;1;1
213.155.136.2080.91.245.135;1;1;1
114.31.192.87175.45.73.242;1;1;1
184.105.213.173184.105.80.58;1;1;1
62.4.89.134185.141.100.3;1;1;1
130.117.50.42154.54.56.186;1;1;1
212.162.28.695.176.242.69;1;1;1
185.8.179.27185.8.176.2;1;1;1
130.117.14.6263.223.15.94;1;1;1
77.67.80.5493.186.170.8;1;1;1
149.6.70.1883.238.249.64;1;1;1
93.85.80.150178.124.168.249;1;1;1
62.115.138.23662.115.136.25;1;1;1
80.16.140.1385.175.39.234;1;1;1
154.54.57.154154.54.61.61;1;1;1
64.129.248.8566.193.100.38;1;1;1
38.99.219.5872.44.66.202;1;1;1
90.147.80.21095.140.128.20;1;1;1
185.75.28.17577.75.104.98;1;1;1
154.25.3.86149.6.52.26;1;1;1
64.125.192.15067.217.171.210;1;1;1
88.198.241.254185.168.8.4;1;1;1
154.54.86.11038.104.127.254;1;1;1
149.14.83.82185.113.84.77;1;1;1
184.104.208.126203.190.251.100;1;1;1
62.214.38.3562.214.156.90;1;1;1
149.11.65.17487.255.35.119;1;1;1
193.95.129.134193.95.129.85;1;1;1
154.54.59.50149.6.0.122;1;1;1
154.25.3.90149.6.52.14;1;1;1
62.115.156.18793.176.95.119;1;1;1
154.54.24.222154.54.28.130;1;1;1
82.138.46.15382.138.46.154;1;1;1
62.115.121.11213.248.83.81;1;1;1
118.143.224.9218.189.5.21;1;1;1
62.115.113.2062.115.137.59;1;1;1
207.210.229.6207.210.228.50;1;1;1
64.125.43.62173.208.122.3;1;1;1
154.54.39.146154.54.57.45;1;0;1
154.54.36.53149.6.140.74;1;1;1
213.242.82.86217.173.224.70;1;1;1
193.201.28.1977.242.40.33;1;1;1
12.122.28.16612.122.107.65;1;1;1
89.149.180.178213.254.226.130;0;0;1
193.203.0.15481.95.15.69;1;1;1
38.104.168.21866.187.160.110;1;1;1
54.239.110.13854.239.110.133;0;0;1
185.66.149.18217.72.74.106;1;1;1
130.117.14.15489.149.140.225;1;1;0
90.147.80.24295.140.128.16;1;1;1
90.147.80.24295.140.128.18;1;1;1
193.27.65.11489.40.40.34;1;1;1
154.54.28.106154.24.22.125;1;1;1
77.109.128.11877.109.181.97;1;1;1
212.103.130.5212.103.131.243;1;1;1
217.29.66.20989.36.207.41;1;1;1
62.115.167.19746.30.210.17;1;1;1
62.115.116.24162.115.175.249;1;1;1
154.54.58.198149.6.110.162;1;1;1
93.61.131.4793.51.232.253;1;1;1
166.49.208.61166.49.237.1;1;1;1
216.66.90.78213.207.12.228;1;1;1
193.201.28.59184.105.64.142;1;1;1
62.115.123.15981.228.91.140;1;1;1
185.8.179.39185.8.179.27;1;1;1
185.10.84.160185.10.84.167;1;1;1
87.245.233.5787.245.249.71;1;1;1
80.255.14.815.56.19.162;1;1;1
193.239.193.66193.239.193.92;1;1;1
149.14.213.91193.27.218.65;1;1;1
193.201.28.978.4.98.214;1;1;1
213.51.158.57212.203.0.94;1;1;1
95.128.2.2595.128.3.2;1;1;1
62.115.142.14062.115.138.104;1;1;1
62.115.112.6162.115.53.194;1;1;1
130.244.39.207212.151.219.94;1;1;1
2.228.29.1012.228.29.106;1;1;1
90.147.80.210185.114.0.41;1;1;1
130.244.71.217130.244.71.177;1;1;1
82.197.168.3277.109.128.130;1;1;1
193.165.147.170193.165.145.1;1;1;1
192.3.44.46198.23.191.196;1;1;1
74.119.232.2206.126.96.2;1;1;1
154.54.47.138154.54.11.138;1;1;1
5.62.85.185.62.82.129;1;0;1
212.187.164.14666.155.82.190;1;1;1
200.143.255.90200.143.252.62;0;0;1
154.54.46.17838.32.96.98;1;1;1
154.54.57.162149.6.2.10;0;0;1
80.84.254.7481.4.65.110;1;1;1
66.196.65.2177.238.190.3;1;1;1
87.245.233.24487.245.229.183;1;1;1
185.96.128.7185.96.128.129;1;1;1
62.115.37.20695.131.120.36;1;1;1
129.250.3.22681.20.67.254;1;1;1
151.6.240.59151.9.212.206;1;1;1
38.122.88.4250.28.96.238;1;1;1
62.115.112.6162.115.146.33;1;1;1
83.167.55.19083.167.32.82;1;1;1
195.2.25.142195.2.15.230;1;1;1
198.160.62.189185.134.180.30;1;1;1
154.54.59.50149.14.93.130;1;1;1
154.54.82.3838.142.179.114;1;1;1
62.115.134.9362.115.113.20;1;1;1
195.141.235.5483.144.198.130;1;1;1
4.68.38.2374.69.202.221;1;1;1
213.200.117.5877.67.81.198;1;1;1
144.208.211.1537.252.236.141;1;1;1
129.250.4.245129.250.2.146;1;1;1
85.18.227.7489.97.220.221;1;1;1
93.191.173.16093.191.173.11;1;1;1
38.142.221.10666.109.5.116;1;1;0
87.245.248.193178.132.83.222;1;1;1
89.186.32.2989.186.32.5;0;1;1
154.54.38.66154.54.60.202;1;1;1
154.54.40.106154.54.47.138;1;1;1
80.81.193.117145.254.2.194;1;1;1
88.86.98.239195.80.185.227;1;1;1
154.54.7.129154.54.44.169;1;1;1
213.200.115.161213.254.226.22;1;1;0
216.250.189.129209.240.78.1;1;1;1
49.255.255.14114.31.202.46;1;1;1
5.97.8.1462.241.28.9;1;1;1
62.115.161.35212.200.250.222;1;1;1
216.66.88.230185.48.8.123;1;1;1
62.115.113.3980.239.130.42;0;1;0
154.54.37.238130.117.15.70;1;1;1
62.115.112.24262.115.121.220;1;1;1
80.91.250.67213.248.73.214;1;1;1
93.115.91.2293.115.91.242;1;1;1
194.116.96.57194.116.98.210;1;1;1
154.25.8.218149.11.122.82;1;1;1
31.177.56.9331.177.63.74;1;1;1
217.119.178.97217.119.178.102;1;1;1
80.255.15.158217.196.145.137;1;1;1
96.34.0.5796.34.108.161;1;1;1
12.122.30.8912.123.138.22;1;1;1
213.27.141.201213.27.141.202;1;1;1
160.72.248.27104.207.214.34;1;1;1
38.140.170.14664.88.184.158;1;1;1
149.6.70.2283.238.250.129;1;1;1
130.117.14.15489.149.136.113;1;1;1
77.246.57.041.175.242.17;1;1;1
149.6.168.3883.169.204.85;1;1;1
5.255.154.1591.211.74.243;1;1;1
217.29.66.251185.95.36.162;1;1;1
62.23.160.162.23.160.2;1;1;1
72.52.55.216185.109.198.132;1;1;1
103.14.244.141116.251.208.245;0;1;1
87.245.236.14180.95.152.242;1;1;1
154.54.29.6638.142.66.242;1;1;1
113.23.229.177113.23.230.110;1;1;1
213.140.39.3094.142.97.6;1;1;1
90.147.80.210217.29.66.25;1;1;1
80.239.135.5262.115.116.182;1;1;1
46.31.104.12446.31.104.91;1;1;1
133.130.15.97157.7.38.146;1;1;1
213.181.114.21791.220.138.147;1;1;1
195.226.66.241195.226.74.4;0;1;1
4.35.35.4266.209.64.119;1;0;1
144.15.255.248144.15.255.227;1;1;1
93.61.107.112151.0.193.163;1;1;1
149.6.161.186109.24.56.86;1;1;1
154.25.3.178149.14.74.178;1;1;1
194.97.173.50185.35.12.5;1;1;1
62.7.113.27217.32.245.54;1;1;1
62.115.13.19165.231.5.121;1;1;1
130.117.1.22130.117.49.30;1;1;1
145.254.2.19488.79.16.121;1;1;1
64.94.137.4272.5.59.34;1;1;1
154.54.39.6149.6.142.122;1;1;1
217.5.75.9080.157.130.178;1;1;1
195.245.142.114195.245.191.196;1;1;1
149.11.64.17494.103.144.122;1;1;1
83.231.148.1077.108.128.2;1;1;1
213.59.212.235188.254.22.226;0;0;1
179.188.31.4179.188.36.188;1;1;1
195.141.217.227194.158.231.90;1;1;1
217.29.66.11687.245.233.246;1;1;1
217.29.66.11687.245.233.244;1;1;1
194.51.85.132195.146.235.131;1;1;1
184.105.65.74216.66.88.230;1;1;1
184.105.65.74216.66.88.234;1;1;1
83.240.1.23283.240.3.122;1;1;1
154.54.27.169154.54.7.6;1;1;1
154.54.60.17154.25.6.90;1;1;1
151.6.116.21151.6.116.147;1;1;1
109.163.237.26109.163.238.254;1;1;1
154.25.6.162149.6.156.110;1;1;1
90.147.80.210217.29.66.222;1;1;1
90.147.80.210217.29.66.221;1;1;1
90.147.80.210217.29.66.225;1;1;1
154.54.38.246154.54.56.61;1;1;1
184.105.81.30184.105.81.41;1;1;1
154.54.7.129154.54.80.186;1;1;1
130.117.14.6263.218.94.5;1;1;1
213.133.37.122213.133.37.246;1;1;1
151.6.12.63151.6.15.215;1;1;1
185.31.223.250185.31.220.7;1;0;1
193.201.28.1693.63.100.29;1;1;1
209.133.7.54209.17.5.213;1;1;1
184.105.213.218216.66.65.186;1;1;1
87.245.253.117188.93.17.124;1;1;1
154.54.57.98149.11.164.6;1;1;1
72.14.214.105108.170.245.66;1;1;1
62.115.121.562.115.38.214;1;1;1
82.113.195.70176.57.115.134;1;1;1
154.54.38.174130.117.14.90;1;1;1
