Row;SYN-based;DATA-based;ACK-based
154.54.60.250154.54.39.130;1;1;1
66.196.65.1977.238.190.2;0;0;1
130.117.14.15489.149.143.142;0;0;1
149.11.20.5089.146.199.50;1;1;1
62.115.138.133213.248.88.250;0;0;1
88.79.16.992.79.217.126;1;0;0
195.2.21.185195.2.27.157;0;1;1
212.91.82.291.102.128.34;1;1;0
130.117.3.66154.25.4.214;1;1;1
217.25.179.70217.25.179.37;1;1;1
154.54.38.246154.54.59.214;1;1;1
154.54.59.10149.14.36.110;1;1;1
213.19.196.21480.246.207.241;1;0;1
154.54.38.246154.54.59.218;1;1;1
212.74.84.39212.74.69.163;1;0;0
62.115.112.12562.115.44.246;0;0;1
185.66.148.244216.66.82.74;1;0;0
209.200.170.17250.97.17.144;1;0;0
62.115.137.211195.12.255.26;1;0;0
185.122.238.145185.122.238.230;1;1;1
65.189.190.8865.189.185.237;0;1;0
62.115.38.1945.254.107.85;0;1;0
62.115.134.19562.115.50.211;1;1;1
62.149.8.6662.149.31.129;1;1;1
194.79.131.89194.79.128.122;1;1;1
88.81.244.2291.229.76.56;1;0;0
193.201.28.20212.74.87.175;0;0;1
184.105.213.173184.105.80.58;0;1;1
217.29.66.52212.161.150.2;1;1;0
62.4.89.134185.141.100.3;1;1;1
95.59.174.8195.59.170.132;0;0;1
212.118.240.11631.186.233.18;1;1;0
130.117.50.42154.54.56.186;1;1;1
72.52.1.13723.57.99.249;1;0;1
62.115.117.193213.248.95.63;1;1;1
185.8.179.27185.8.176.2;1;1;1
64.62.151.12649.255.255.14;1;1;1
166.49.211.233109.159.252.70;0;0;1
77.67.80.5493.186.170.8;1;1;1
149.6.70.1883.238.249.64;0;1;1
46.141.75.19046.141.7.134;1;1;1
62.115.138.23662.115.136.21;1;0;0
80.16.140.1385.175.39.234;1;1;1
83.167.32.82195.60.189.21;1;1;1
64.129.248.8566.193.100.38;1;1;1
130.117.1.46130.117.15.234;0;1;0
38.99.219.5872.44.66.202;1;1;1
90.147.80.21095.140.128.20;1;1;1
185.75.28.17577.75.104.98;1;1;1
151.6.3.199151.7.84.83;0;0;1
154.25.3.86149.6.52.26;1;0;0
151.6.3.199151.7.84.85;1;0;0
64.125.192.15067.217.171.210;1;1;1
202.7.171.154203.219.155.61;1;0;0
104.44.225.194104.44.228.0;0;1;1
88.198.241.254185.168.8.4;1;1;1
107.162.31.6264.4.243.70;0;0;1
154.54.80.2154.54.12.18;1;1;0
144.202.238.253144.202.225.124;1;1;1
149.14.83.82185.113.84.77;1;1;1
62.214.38.3562.214.156.90;0;1;0
149.11.65.17487.255.35.119;1;1;1
193.95.129.134193.95.129.87;0;0;1
62.214.106.11846.189.81.22;1;0;1
154.54.59.50149.6.0.122;1;1;1
154.54.45.162154.54.82.26;0;0;1
154.25.3.90149.6.52.14;1;0;1
38.88.128.18108.59.15.161;0;1;0
81.228.84.17381.228.83.137;1;0;0
130.117.50.133154.54.36.22;0;0;1
62.78.108.3662.78.121.253;0;1;0
62.115.113.8762.115.171.249;1;1;1
154.54.24.222154.54.28.130;1;1;1
130.117.1.250149.29.4.2;1;1;1
62.115.121.11213.248.83.81;0;1;0
62.115.113.2062.115.137.59;1;1;0
207.210.229.6207.210.228.50;1;1;1
